Gene,OrigName,PIRATE_Cluster,Af293_name,Af293_Evalue,VOG,VOG_Evalue,Pfam_hits,SPROT_name,SPROT_Evalue,SPROT_gene,SPROT_taxa
AFUG-031815-1869_001816-T1,Afum_AFUG_031815_1869_mRNA_10288,g014344,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATCC46645_001713-T1,Afum_ATCC46645_mRNA_10219,g014345,NA,NA,NA,NA,Peptidase_A4=2.9e-17,NA,NA,NA,NA
ASFUM08-12-12-13_000186-T1,Afum_08_12_12_13_mRNA_00184,g014346,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_001183-T1,Afum_CM2495_mRNA_01165,g014347,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2-AF100-2B_002041-T1,Afum_DMC2_AF100_2B_mRNA_01985,g014348,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-15_009648-T1,Afum_DMC2_AF1001_15_mRNA_09454,g014349,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-60514_006867-T1,Afum_IFM_60514_mRNA_06698,g014350,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10B_006113-T1,Afum_AF100_10B_mRNA_06004,g014351,NA,NA,NA,NA,NA,NA,NA,NA,NA
JN10_004003-T1,Afum_JN10_mRNA_03917,g014352,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-400_003640-T1,Afum_COH_400_mRNA_10472,g014353,NA,NA,NA,NA,CybS=1.9e-25,sp|Q6PCT8|DHSD_RAT,1.6e-81,DHSD_RAT,RAT
ASFUM12-7505054_001145-T1,Afum_12_7505054_mRNA_01123,g014354,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-43_000619-T1,Afum_AF100_12_43_mRNA_00605,g014355,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF300_006378-T1,Afum_AF300_mRNA_06216,g014356,NA,NA,NA,NA,NA,NA,NA,NA,NA
B7444-CDC-7_006478-T1,Afum_B7444_CDC_7_mRNA_06370,g014357,NA,NA,NA,NA,NA,NA,NA,NA,NA
TP32_008890-T1,Afum_TP32_mRNA_08719,g014358,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_003477-T1,Afum_AFUG_031815_1869_mRNA_10127,g014359,NA,NA,NA,NA,Cytochrom_C=1.5e-05,NA,NA,NA,NA
ASFUM1F1SW-F4_008049-T1,Afum_1F1SW_F4_mRNA_07934,g014360,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5859_003846-T1,Afum_B5859_mRNA_03726,g014361,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-31-08-91_006359-T1,Afum_08_31_08_91_mRNA_06238,g014362,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_006473-T1,Afum_B6069_mRNA_10341,g014363,NA,NA,NA,NA,S1=2.2e-18,sp|A1W4L8|PNP_ACISJ,5e-53,PNP_ACISJ,ACISJ
F7763_002214-T1,Afum_F7763_mRNA_02170,g014364,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7820_006273-T1,Afum_NCPF_7820_mRNA_09890,g014365,NA,NA,NA,NA,DUF1450=4.1e-10,sp|Q8CTP9|Y364_STAES,5.8e-66,Y364_STAES,STAES
W72310_007409-T1,Afum_W72310_mRNA_07084,g014366,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-10_005273-T1,Afum_AF100_12_10_mRNA_05132,g014367,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-762_007037-T1,Afum_COH_762_mRNA_06867,g014368,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF106-6-9_007463-T1,Afum_AF106_6_9_mRNA_07221,g014369,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-24_007622-T1,Afum_AF100_12_24_mRNA_10030,g014370,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5288-CDC-16_009710-T1,Afum_B5288_CDC_16_mRNA_09452,g014371,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3249_001699-T1,Afum_CM3249_mRNA_10054,g014372,NA,NA,NA,NA,tRNA-synt_2c=1.3e-26,sp|Q6A8I8|SYA_CUTAK,2.9e-49,SYA_CUTAK,CUTAK
CM2495_007256-T1,Afum_CM2495_mRNA_07087,g014373,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_009268-T1,Afum_08_19_02_30_mRNA_09100,g014374,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-371_001653-T1,Afum_COH_371_mRNA_10244,g014375,NA,NA,NA,NA,Gelsolin=1.1e-19,sp|Q3SX14|GELS_BOVIN,2.8e-96,GELS_BOVIN,BOVIN
AF100-11-3_001731-T1,Afum_AF100_11_3_mRNA_09982,g014376,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-6-232_003771-T1,Afum_AZTEC_6_232_mRNA_03683,g014377,NA,NA,NA,NA,NA,NA,NA,NA,NA
B7594-CDC-27_006453-T1,Afum_B7594_CDC_27_mRNA_06350,g014378,NA,NA,NA,NA,Glyoxalase=7.4e-06,NA,NA,NA,NA
CM2730_006157-T1,Afum_CM2730_mRNA_05955,g014379,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM7510_002719-T1,Afum_CM7510_mRNA_02620,g014380,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF2S6_004070-T1,Afum_SF2S6_mRNA_03996,g014381,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_009958-T1,Afum_CM2495_mRNA_09742,g014382,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_005007-T1,Afum_AFUG_031815_1869_mRNA_10146,g014383,NA,NA,NA,NA,DUF4398=9.6e-11,NA,NA,NA,NA
F16134_001951-T1,Afum_F16134_mRNA_10048,g014384,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_009503-T1,Afum_08_19_02_30_mRNA_09329,g014385,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3249_002654-T1,Afum_CM3249_mRNA_02549,g014386,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001655-T1,Afum_08_12_12_13_mRNA_01631,g014387,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM117535A-1_001806-T1,Afum_117535A_1_1_mRNA_01771,g014388,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3249_001675-T1,Afum_CM3249_mRNA_10045,g014389,NA,NA,NA,NA,Lyase_1=4.8e-06,sp|Q6A816|ARLY_CUTAK,6.9e-75,ARLY_CUTAK,CUTAK
ASFUM08-12-12-13_009193-T1,Afum_08_12_12_13_mRNA_09039,g014390,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_003915-T1,Afum_09_7500806_mRNA_03767,g014391,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATCC46645_001706-T1,Afum_ATCC46645_mRNA_10212,g014392,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF337_008769-T1,Afum_CF337_mRNA_08646,g014393,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7505220_001797-T1,Afum_12_7505220_mRNA_10284,g014394,NA,NA,NA,NA,NA,NA,NA,NA,NA
D17_001711-T1,Afum_D17_mRNA_10001,g014395,NA,NA,NA,NA,NA,NA,NA,NA,NA
W72310_006998-T1,Afum_W72310_mRNA_06688,g014396,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-7B_000491-T1,Afum_DMC2_AF100_7B_mRNA_00485,g014397,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-11-1066_004498-T1,Afum_AZTEC_11_1066_mRNA_04308,g014398,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-62516_003750-T1,Afum_IFM_62516_mRNA_03569,g014399,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_010205-T1,Afum_09_7500806_mRNA_09951,g014400,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_001741-T1,Afum_Mg18_1_mRNA_10221,g014401,NA,NA,NA,NA,Fumerase=5.3e-34,NA,NA,NA,NA
CM7555_007747-T1,Afum_CM7555_mRNA_07586,g014402,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-61407_003460-T1,Afum_IFM_61407_mRNA_03265,g014403,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_005023-T1,Afum_B6069_mRNA_10291,g014404,NA,NA,NA,NA,DDE_Tnp_1=3.1e-12;DDE_Tnp_1_6=4.7e-11,NA,NA,NA,NA
B6069_006445-T1,Afum_B6069_mRNA_10318,g014405,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7811_008833-T1,Afum_NCPF_7811_mRNA_08647,g014406,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_003221-T1,Afum_Mg18_1_mRNA_03106,g014407,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009593-T1,Afum_08_19_02_46_mRNA_09426,g014408,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10A_009491-T1,Afum_AF100_10A_mRNA_09153,g014409,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF098_000472-T1,Afum_CF098_mRNA_00471,g014410,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-60237_003524-T1,Afum_IFM_60237_mRNA_10478,g014411,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007812-T1,Afum_08_12_12_13_mRNA_07674,g014412,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_009227-T1,Afum_CM2495_mRNA_09031,g014413,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_001183-T1,Afum_08_19_02_30_mRNA_01165,g014414,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_000793-T1,Afum_08_19_02_10_mRNA_00779,g014415,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-11_006133-T1,Afum_DMC2_AF100_1_11_mRNA_05984,g014416,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_006452-T1,Afum_B6069_mRNA_10321,g014417,NA,NA,NA,NA,PIN=2e-06,NA,NA,NA,NA
JN10_005224-T1,Afum_JN10_mRNA_05133,g014418,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3249_003971-T1,Afum_CM3249_mRNA_03846,g014419,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7505446_007545-T1,Afum_12_7505446_mRNA_07409,g014420,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-400_001885-T1,Afum_COH_400_mRNA_10452,g014421,NA,NA,NA,NA,NA,sp|Q5XIA8|GHITM_RAT,3.6e-75,GHITM_RAT,RAT
B6069_006469-T1,Afum_B6069_mRNA_10337,g014422,NA,NA,NA,NA,FeoB_N=6.4e-10;MMR_HSR1=3.6e-17,sp|B9MFY0|DER_ACIET,3.1e-62,DER_ACIET,ACIET
AF100-12-24_007021-T1,Afum_AF100_12_24_mRNA_06765,g014423,NA,NA,NA,NA,Aldo_ket_red=7.6e-12,NA,NA,NA,NA
Mg18-1_001736-T1,Afum_Mg18_1_mRNA_10216,g014424,NA,NA,NA,NA,HTH_5=2.5e-06;HTH_IclR=3.3e-18;TrmB=5.5e-08,NA,NA,NA,NA
ASFUM12-7504652_004275-T1,Afum_12_7504652_mRNA_04176,g014425,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10-5_006459-T1,Afum_AF100_10_5_mRNA_06241,g014426,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-11-1066_002007-T1,Afum_AZTEC_11_1066_mRNA_01883,g014427,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM10-01-02-27_005335-T1,Afum_10_01_02_27_mRNA_05246,g014428,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_009942-T1,Afum_CM2495_mRNA_09726,g014429,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_005044-T1,Afum_B6069_mRNA_10222,g014430,NA,NA,NA,NA,HTH_Tnp_1=9.8e-11,NA,NA,NA,NA
IFM-62516_001727-T1,Afum_IFM_62516_mRNA_01607,g014431,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-62516_001747-T1,Afum_IFM_62516_mRNA_01627,g014432,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_006445-T1,Afum_12_7504462_mRNA_06283,g014433,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_005000-T1,Afum_AFUG_031815_1869_mRNA_10139,g014434,NA,NA,VOG02109,1.4e-32,GtrA=3.5e-16,sp|Q9T1D7|GTRA_BPSFX,1.1e-28,GTRA_BPSFX,BPSFX
F21732_008335-T1,Afum_F21732_mRNA_08143,g014435,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_004486-T1,Afum_08_19_02_30_mRNA_04399,g014436,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_009774-T1,Afum_08_19_02_10_mRNA_09604,g014437,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-3_000681-T1,Afum_AF100_12_3_mRNA_00671,g014438,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_003473-T1,Afum_B6069_mRNA_10263,g014439,NA,NA,NA,NA,DUF4096=3.1e-28,sp|P50358|Y4SN_SINFN,4.8e-21,Y4SN_SINFN,SINFN
DMC2-AF100-1-14_009780-T1,Afum_DMC2_AF100_1_14_mRNA_09616,g014440,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM6458_005584-T1,Afum_CM6458_mRNA_05434,g014441,NA,NA,NA,NA,NA,NA,NA,NA,NA
W72310_008526-T1,Afum_W72310_mRNA_09527,g014442,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3249_001696-T1,Afum_CM3249_mRNA_10051,g014443,NA,NA,NA,NA,HPPK=2.8e-16,NA,NA,NA,NA
AFUG-100413-0667_000214-T1,Afum_AFUG_100413_0667_mRNA_00214,g014444,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2730_003227-T1,Afum_CM2730_mRNA_03088,g014445,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_010158-T1,Afum_08_12_12_13_mRNA_09976,g014446,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-12-128_006348-T1,Afum_AZTEC_12_128_mRNA_06128,g014447,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-61407_007308-T1,Afum_IFM_61407_mRNA_06959,g014448,NA,NA,NA,NA,NA,NA,NA,NA,NA
B7586-CDC-30_006395-T1,Afum_B7586_CDC_30_mRNA_06194,g014449,NA,NA,NA,NA,NA,NA,NA,NA,NA
D17_002928-T1,Afum_D17_mRNA_02857,g014450,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM7555_009026-T1,Afum_CM7555_mRNA_08853,g014451,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6081_006070-T1,Afum_B6081_mRNA_09564,g014452,NA,NA,NA,NA,Ribosomal_L19=3.9e-52,sp|B9DRQ9|RL19_STRU0,2.8e-70,RL19_STRU0,STRU0
F21732_000414-T1,Afum_F21732_mRNA_00410,g014453,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCPF-7822_003426-T1,Afum_NCPF_7822_mRNA_10033,g014454,NA,NA,NA,NA,Ribosomal_L5e=3.4e-27,sp|Q4R5M0|RL5_MACFA,2.1e-75,RL5_MACFA,MACFA
AF100-12-8_000879-T1,Afum_AF100_12_8_mRNA_00863,g014455,NA,NA,NA,NA,NA,NA,NA,NA,NA
TP32_001741-T1,Afum_TP32_mRNA_10053,g014456,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM5419_003489-T1,Afum_CM5419_mRNA_10110,g014457,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_001748-T1,Afum_Mg18_1_mRNA_10228,g014458,NA,NA,NA,NA,Flavodoxin_2=2.4e-09;FMN_red=1.5e-28,sp|D3KVM6|HBQR_BURSP,1.7e-42,HBQR_BURSP,BURSP
ASFUM08-12-12-13_008837-T1,Afum_08_12_12_13_mRNA_08688,g014459,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF293_002075-T1,Afum_AF293_mRNA_02030,g014460,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_002418-T1,Afum_CM2495_mRNA_02342,g014461,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_002535-T1,Afum_CM2495_mRNA_02456,g014462,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_007989-T1,Afum_CM2495_mRNA_07811,g014463,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_008011-T1,Afum_08_19_02_10_mRNA_07869,g014464,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-27_008214-T1,Afum_AF100_12_27_mRNA_07981,g014465,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-11A_004592-T1,Afum_AF100_11A_mRNA_04432,g014466,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO54056EXP_003209-T1,Afum_MO54056EXP_mRNA_03137,g014467,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM6458_009796-T1,Afum_CM6458_mRNA_09557,g014468,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-61407_003611-T1,Afum_IFM_61407_mRNA_03410,g014469,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59356-1_004547-T1,Afum_IFM_59356_1_mRNA_04459,g014470,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_001776-T1,Afum_09_7500806_mRNA_10304,g014471,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-11A_002367-T1,Afum_AF100_11A_mRNA_02267,g014472,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3249_004050-T1,Afum_CM3249_mRNA_03924,g014473,NA,NA,NA,NA,NA,NA,NA,NA,NA
RSF2S8_006268-T1,Afum_RSF2S8_mRNA_06120,g014474,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_006448-T1,Afum_12_7504462_mRNA_06286,g014475,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_001817-T1,Afum_AFUG_031815_1869_mRNA_10289,g014476,NA,NA,NA,NA,Sel1=3.2e-13;Sel1=3.2e-13,sp|A0A0H2VDN9|ESIB_ECOL6,7.2e-34,ESIB_ECOL6,ECOL6
AF100-10A_002933-T1,Afum_AF100_10A_mRNA_02817,g014477,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-400_003649-T1,Afum_COH_400_mRNA_10477,g014478,NA,NA,NA,NA,Ribosomal_60s=1.6e-28,sp|P19944|RLA1_RAT,6.5e-70,RLA1_RAT,RAT
B6069_003477-T1,Afum_B6069_mRNA_10267,g014479,NA,NA,NA,NA,IstB_IS21=2.1e-34,NA,NA,NA,NA
AF100-11B_001723-T1,Afum_AF100_11B_mRNA_10101,g014480,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEA10_001833-T1,Afum_CEA10_mRNA_10362,g014481,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-762_001718-T1,Afum_COH_762_mRNA_10218,g014482,NA,NA,NA,NA,NA,sp|Q8WZ42|TITIN_HUMAN,4.3e-53,TITIN_HUMAN,HUMAN
IFM-59359_007796-T1,Afum_IFM_59359_mRNA_10242,g014483,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_009599-T1,Afum_08_19_02_46_mRNA_09432,g014484,NA,NA,NA,NA,NA,NA,NA,NA,NA
TP32_003873-T1,Afum_TP32_mRNA_03776,g014485,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM4602_000692-T1,Afum_CM4602_mRNA_00678,g014486,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_003501-T1,Afum_IFM_59361_mRNA_10348,g014487,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3262_000971-T1,Afum_CM3262_mRNA_00954,g014488,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-13_003184-T1,Afum_AF100_12_13_mRNA_03028,g014489,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_006439-T1,Afum_B6069_mRNA_10312,g014490,NA,NA,NA,NA,AAA_31=9.7e-13;ArsA_ATPase=6.8e-08;CbiA=3.5e-13;MipZ=3.2e-07;ParA=2.1e-08;VirC1=7.8e-06,NA,NA,NA,NA
AF100-12-2_002178-T1,Afum_AF100_12_2_mRNA_02095,g014491,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_000310-T1,Afum_CM2495_mRNA_00306,g014492,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF293_002579-T1,Afum_AF293_mRNA_02527,g014493,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_001836-T1,Afum_CM2495_mRNA_01774,g014494,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM1F1SW-F4_001731-T1,Afum_1F1SW_F4_mRNA_01705,g014495,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10-5_001772-T1,Afum_AF100_10_5_mRNA_10020,g014496,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1163_007859-T1,Afum_A1163_mRNA_07645,g014497,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5859_003840-T1,Afum_B5859_mRNA_03720,g014498,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_003507-T1,Afum_B6069_mRNA_10279,g014499,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-2_005629-T1,Afum_AF100_12_2_mRNA_05449,g014500,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-2_006545-T1,Afum_AF100_12_2_mRNA_06349,g014501,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mg18-1_001732-T1,Afum_Mg18_1_mRNA_10213,g014502,NA,NA,NA,NA,TamB=4.2e-12,NA,NA,NA,NA
LMB-35Aa_001567-T1,Afum_LMB_35Aa_mRNA_01545,g014503,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM10-01-02-27_003707-T1,Afum_10_01_02_27_mRNA_03639,g014504,NA,NA,NA,NA,NA,NA,NA,NA,NA
W72310_003329-T1,Afum_W72310_mRNA_09500,g014505,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFUG-031815-1869_009193-T1,Afum_AFUG_031815_1869_mRNA_10193,g014506,NA,NA,NA,NA,PhzC-PhzF=3.5e-22,NA,NA,NA,NA
ASFUM08-12-12-13_004091-T1,Afum_08_12_12_13_mRNA_04012,g014507,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1163_009450-T1,Afum_A1163_mRNA_09203,g014508,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-36-03-25_007161-T1,Afum_08_36_03_25_mRNA_06917,g014509,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-3_008120-T1,Afum_AF100_12_3_mRNA_07938,g014510,NA,NA,NA,NA,NA,NA,NA,NA,NA
F5211G_000309-T1,Afum_F5211G_mRNA_00301,g014511,NA,NA,NA,NA,NA,NA,NA,NA,NA
TP32_003228-T1,Afum_TP32_mRNA_03150,g014512,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3262_001316-T1,Afum_CM3262_mRNA_01297,g014513,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF106-6-2_009418-T1,Afum_AF106_6_2_mRNA_09110,g014514,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-400_003641-T1,Afum_COH_400_mRNA_10473,g014515,NA,NA,NA,NA,PGI=2.2e-58,sp|Q6P6V0|G6PI_RAT,2.6e-76,G6PI_RAT,RAT
Mg18-1_001764-T1,Afum_Mg18_1_mRNA_10244,g014516,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59359_005070-T1,Afum_IFM_59359_mRNA_10174,g014517,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM1F1SW-F4_007121-T1,Afum_1F1SW_F4_mRNA_07014,g014518,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF106-6-9_004613-T1,Afum_AF106_6_9_mRNA_04432,g014519,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-31-08-91_009037-T1,Afum_08_31_08_91_mRNA_08888,g014520,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM5419_007185-T1,Afum_CM5419_mRNA_07010,g014521,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_008286-T1,Afum_09_7500806_mRNA_08065,g014522,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-18_004741-T1,Afum_DMC2_AF100_1_18_mRNA_04563,g014523,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6081_001626-T1,Afum_B6081_mRNA_09482,g014524,NA,NA,NA,NA,Sigma70_r4=1e-07;Sigma70_r4_2=2.2e-07;UPF0122=3.5e-42,sp|P67251|Y1018_STRA3,9.7e-66,Y1018_STRA3,STRA3
DMC2-AF100-1-24_001152-T1,Afum_DMC2_AF100_1_24_mRNA_01134,g014525,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS1435-CDC-6_004783-T1,Afum_AFIS1435_CDC_6_mRNA_04696,g014526,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10A_004731-T1,Afum_AF100_10A_mRNA_04531,g014527,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-13-751_009521-T1,Afum_AZTEC_13_751_mRNA_09228,g014528,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM3720_005904-T1,Afum_CM3720_mRNA_05740,g014529,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6069_006456-T1,Afum_B6069_mRNA_10324,g014530,NA,NA,NA,NA,NA,sp|P13510|CZCB_CUPMC,1.3e-22,CZCB_CUPMC,CUPMC
AZTEC-9-222_007976-T1,Afum_AZTEC_9_222_mRNA_07726,g014531,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-3_001817-T1,Afum_DMC2_AF100_1_3_mRNA_01732,g014532,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-27_006406-T1,Afum_AF100_12_27_mRNA_06214,g014533,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-8_008416-T1,Afum_AF100_12_8_mRNA_08105,g014534,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_003884-T1,Afum_08_19_02_10_mRNA_03814,g014535,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-61407_003402-T1,Afum_IFM_61407_mRNA_09977,g014536,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-31-08-91_009034-T1,Afum_08_31_08_91_mRNA_08885,g014537,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF2S9_004789-T1,Afum_SF2S9_mRNA_04680,g014538,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF106-6-2_009685-T1,Afum_AF106_6_2_mRNA_09363,g014539,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-36-03-25_008354-T1,Afum_08_36_03_25_mRNA_08093,g014540,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-2_009140-T1,Afum_AF100_12_2_mRNA_08916,g014541,NA,NA,NA,NA,NA,NA,NA,NA,NA
F7763_005252-T1,Afum_F7763_mRNA_05142,g014542,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-37_005171-T1,Afum_AF100_12_37_mRNA_05004,g014543,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59356-2_004985-T1,Afum_IFM_59356_2_mRNA_04789,g014544,NA,NA,NA,NA,NA,NA,NA,NA,NA
